full_name,gender,state
Bryant Matias,M,Arkansas
Kenneth Robinson,M,Alaska
Gloria Zeinert,F,Nevada
Pamela Hoskins,F,New York
Gertrude Harris,F,Connecticut
Ashley Chavez,F,Alabama
Dan Yockey,M,California
Bernice Bonner,F,Colorado
Jane Henderson,F,New York
Sheldon Cantell,M,New Jersey
Antwan Johnson,M,Colorado
Marsha Britton,F,Arizona
Antonio Hubbard,M,Florida
James Woody,M,New York
Robert Burell,M,Nevada
Thomas Barrio,M,Alabama
John Cross,M,New Jersey
Ashley Hernandez,F,Connecticut
Jamie Wood,M,Georgia
Jean Moss,F,Alaska
Arthur Rieser,M,Alabama
Gregory Singer,M,Connecticut
George Marquez,M,Texas
Sean Cartwright,M,Georgia
James Jones,M,Nevada
Stephen Campbell,M,Texas
Brandi Dickie,F,Arkansas
Richard Bell,M,Texas
Rose Carlson,F,Alabama
Juan Blevins,M,Alaska
Brian Person,M,Nevada
Terri Cormier,F,Colorado
Jeanice King,F,Florida
Raul Troy,M,Alaska
John Rodriquez,M,Alabama
Donna Elerson,F,New York
Kevin Mcguinness,M,New York
Anthony Williams,M,Georgia
Lawrence Thomas,M,Connecticut
Frank Leutwiler,M,Texas
Kathy Masella,F,Virginia
Jose Zazula,M,Arizona
Edgar Gordon,M,New Jersey
Bobby Hale,M,Alaska
Randy Sorge,M,Colorado
Jeffrey Blackwell,M,Arkansas
Todd Fabry,M,Nevada
Frank Jones,M,Arizona
Francis Watts,M,Nevada
Thomas Fowler,M,Florida
Jason Garcia,M,Arizona
John Akins,M,Alabama
Joshua Johnson,M,Virginia
Velma Jamison,F,Alabama
Natasha Moore,F,New York
Henry Laurence,M,Georgia
Michael Luckie,M,Arizona
Travis Bryant,M,Texas
Veronica Lane,F,Nevada
Josephine Woodward,F,Nevada
Arlene Chan,F,Colorado
Edward Butler,M,California
Marcus Moore,M,New York
James Prewett,M,Alabama
Jamie Carter,F,Alabama
Irene Nixon,F,Arkansas
Earl Liotta,M,Arkansas
Maria Batson,F,Nevada
Daniel Harris,M,Nevada
Gary Thompson,F,Alaska
Elton Laforest,M,Connecticut
Stephen Cooper,M,California
Jasmine Valencia,F,Alabama
Jason Wait,M,Alaska
James Sanford,M,California
Cheryl Williams,F,Georgia
Debbie Yu,F,Colorado
Lorna Vang,F,Colorado
Ramon Rice,M,Florida
Donald Johnson,M,New Jersey
Gladys Moffett,F,Georgia
Cynthia Ferguson,F,Arkansas
Brenda Esquer,F,California
Robert Manning,M,Alabama
Jose Arias,M,Arkansas
Tyesha But,F,Texas
Frank Mildon,M,Arizona
Robert Santos,M,New Jersey
Don Jamison,M,Colorado
Maura Smith,F,Nevada
Catherine Tucker,F,Virginia
William Ferguson,M,Virginia
Tony Temple,M,Florida
Michele Campbell,F,California
Elvira Chamberlin,F,New Jersey
Andre Kopp,M,Nevada
Richard Melton,M,Florida
Darren Buck,M,Georgia
William Welsh,M,Connecticut
Soledad Allen,F,California
John Robert,M,California
Travis Massey,M,Connecticut
Kari Teano,F,New York
Kenneth Sommer,M,New York
Mary Thompson,F,Florida
Virginia Nichols,F,Alaska
Michael Austin,M,Arizona
Brittany Morris,F,Virginia
Cheryl Mccain,F,Alaska
Tracy Krizan,F,Virginia
Linda Viesselman,F,Nevada
Edward Alma,M,Arizona
Terry Goggans,M,Texas
Louis Smith,M,Nevada
Dorothy Holden,F,Alabama
David Rush,M,New York
Travis Orourke,M,Arizona
Nick Jenkins,M,Arkansas
Wayne Baker,M,Virginia
Jennifer Manalili,F,Nevada
Paul Wolf,M,New York
Kevin Keesling,M,Florida
Jonathan Cameron,M,Nevada
Andrew Swan,M,Virginia
Anna Smith,F,Alabama
Mary Kreisher,F,Florida
Mildred Cornett,F,Florida
Shannon Chowenhill,F,Georgia
James Pope,M,Connecticut
Robert Palmer,M,Connecticut
Tina Krause,F,Arkansas
Jonathan Lilly,M,California
John Bromley,M,Virginia
Jeremiah Oates,M,Virginia
Rosie Johnson,F,Colorado
Gregory Craft,M,Nevada
Janis Bass,F,New Jersey
Patsy Livingston,F,Texas
Stuart Mares,M,Virginia
John Mallory,M,Arkansas
Mary Hernandez,F,Arkansas
Rebekah Charles,F,Florida
Martha Carpenter,F,Virginia
Helen Dover,F,Alabama
Jeffrey Donaldson,M,Florida
Floyd Kunkel,M,Alabama
Rigoberto Dieguez,M,New Jersey
Evan Hill,M,California
Marvin Hendricks,M,Nevada
Vincent Broussard,M,Georgia
Edith Fluellen,F,Arizona
John Diamond,M,Alaska
Margarita Ouellette,F,Arkansas
Kenneth Peoples,M,Connecticut
Terry Vanbebber,F,Georgia
Veronica Giles,F,Colorado
Arthur Rhen,M,Arizona
Charolette Defilippis,F,Arkansas
Veronica Johnson,F,Texas
Peggy Baydal,F,Virginia
Teresa Lee,F,New Jersey
Carol Osterstuck,F,Arizona
Barton Jones,M,Colorado
Luther Gabriel,M,Arkansas
Brandon Williams,M,Colorado
Gary Mitchell,M,Alabama
Jay Thompson,M,California
Alice Rodriquez,F,Arizona
Mary Reynolds,F,Georgia
Laura Houk,F,California
Margie Butter,F,Nevada
John Cook,M,Arizona
Warren Dahlberg,M,Colorado
Mary Mcghee,F,New Jersey
Louise Kennedy,F,Arkansas
Ruben Cash,M,Colorado
Christopher Criswell,M,New Jersey
John Earl,M,Arkansas
Vincent Reamy,M,New Jersey
Amy Dougherty,F,Virginia
Marti Kent,F,Virginia
William Muncy,M,Texas
Jean Spurrier,F,Texas
Karen Ruminski,F,Alabama
Alfred Smith,M,Florida
Cliff Rios,M,Arizona
Barbara Holt,F,New Jersey
Beth Jones,F,Arkansas
Joanna Stellhorn,F,Georgia
Eric Wise,M,Connecticut
Celia Arakaki,F,Arkansas
Danny Miah,M,Colorado
Antonio Mcintosh,M,New York
Michael Musick,M,New York
Andrew Koch,M,Virginia
Barbara Gonzalez,F,Colorado
Joseph Milligan,M,Florida
Cecilia Matthew,F,Alabama
Rosemary Bland,F,Arizona
Daphne Fogg,F,Colorado
Margaret Walker,F,Arizona
Stanley Fregoso,M,Arizona
Angela Tamura,F,Nevada
Shelley Thompson,F,New York
James Chiarito,M,New Jersey
Miguel Payton,M,Connecticut
Nancy Uber,F,Nevada
Shauna Jennins,F,Florida
Richard Black,M,Virginia
Betty Storer,F,New York
Jill Bergesen,F,New York
Scott Jackson,M,Texas
Frances Barbrick,F,Georgia
David Mills,M,Connecticut
Bobby Williams,M,Virginia
David Mackey,M,Alabama
David Nicholson,M,Arkansas
Steven Bold,M,Connecticut
Brigid Frost,F,New Jersey
Jasmine Schmidt,F,Alaska
Mark Brown,M,Connecticut
John Zurasky,M,New York
Tracey Wayne,M,Texas
Patricia Poteet,F,California
Jerry Vaux,M,California
Kelly Swank,F,Virginia
Allan Slick,M,Virginia
Stephanie Thomas,F,Nevada
Damon Dawson,M,New Jersey
Eddie Blackmon,M,Virginia
Lydia Messenger,F,Georgia
Kevin Dempster,M,Arizona
Sabrina Jacobson,F,New York
Dorothy Corbin,F,Florida
Maria Burleson,F,California
Joy Tucker,F,Arizona
Howard Vanoy,M,Nevada
Emilia Soto,F,Texas
James Coleman,M,Connecticut
Patricia Baker,F,Virginia
Frank Coburn,M,Arkansas
Anna Okwuona,F,Nevada
Carolyn Gouveia,F,Arkansas
Stephen Mahle,M,Florida
Curtis Fucci,M,Nevada
Edith Holman,F,Connecticut
Marian Simmons,F,California
Marti Hardwick,F,Connecticut
Florence Castilo,F,Arizona
John Ellingwood,M,New Jersey
Michael Knutson,M,New Jersey
Thomas Eubanks,M,California
Lonnie Phillips,M,New Jersey
Keiko Huse,F,Arizona
Michael Sengbusch,M,Colorado
Maryann Gonzalez,F,New Jersey
Michael Stallworth,M,Texas
Richard Gilbert,M,Nevada
Cliff Dolly,M,Alaska
Raleigh Wolfinger,M,Arkansas
Elbert Wiggins,M,Arkansas
April Dumas,F,Arkansas
Vincenza Batista,F,Florida
Kevin Faughnan,M,Colorado
Thomas Bohringer,M,Alabama
Lisa Burns,F,Colorado
Emery Linnear,M,Georgia
Dewitt Labonte,M,Virginia
William Smith,M,New Jersey
Gary Clement,M,Nevada
Francis Morris,M,Virginia
Michele Swann,F,Arkansas
Lucio Gardner,M,Colorado
John Poole,M,Nevada
Donna Thompson,F,New Jersey
Ernestine White,F,Texas
Miguel Dean,M,California
Darlene Carter,F,Georgia
Justin White,M,Virginia
Amalia Amodeo,F,Alaska
Marcus Hagee,M,Virginia
Prince Day,M,Georgia
Shannon Mesiti,M,Connecticut
Constance Burdine,F,California
Barbara Castle,F,New York
Michael Sawyer,M,Colorado
Jacklyn Kenkel,F,New York
Nathaniel Luttrell,M,New Jersey
Susan Kozma,F,Arkansas
Brent Rodriguez,M,Arkansas
Wesley Rodriguez,M,Alaska
Ryan Clem,M,Alabama
Marion Burke,F,Alaska
Heather Stark,F,Connecticut
Kathleen Leonard,F,Arkansas
Michael Rados,M,Florida
Harold Calligan,M,New Jersey
Edward Martinez,M,New York
George Thomas,M,Arkansas
David Robbins,M,Virginia
Tiffany Rey,F,Arkansas
Patricia Hinson,F,Texas
Jennifer Akins,F,Virginia
John Endres,M,Alabama
Lynette Ginder,F,New Jersey
Jeanette Scelzo,F,Nevada
Traci Fairchild,F,Georgia
Karen Harlan,F,Arkansas
Joshua Hansen,M,Nevada
James Ellison,M,Virginia
Christina Bookout,F,Alabama
Loretta Burgess,F,Alaska
Matthew Shellum,M,California
Mary Fornes,F,Arizona
Elizabeth Douglas,F,New Jersey
Jermaine Benson,M,Virginia
Belinda Jesse,F,New York
Wendy Driscoll,F,California
Donald Malone,M,New Jersey
Grant Hernandez,M,Arizona
Floyd Kilgore,M,New York
Mildred Rapier,F,Colorado
Thomas Cason,M,Alaska
Dennis Shelpman,M,Arizona
Gabriele White,F,Florida
Carrie Dishon,F,Alabama
Marylee Slater,F,Arizona
April Cleary,F,New York
Oscar Youngs,M,Alaska
John Bob,M,Colorado
Craig Bender,M,Texas
Linda Pearson,F,California
Dorothy Caricofe,F,Virginia
Allen Greenway,M,Texas
Richard Burr,M,Virginia
James Kats,M,Texas
Jill Simon,F,Nevada
Paul Stordahl,M,Alaska
Carrie Dove,F,New Jersey
Robert Lyons,M,New York
Wanda Nolie,F,New Jersey
Raymond Clever,M,California
Anthony Edwards,M,Texas
Kathleen Davenport,F,Arizona
Thomas Padgett,M,Texas
Shirley Worthen,F,Florida
Mary Mccaskin,F,New Jersey
Jennifer Dyas,F,Alaska
Paul Ballard,M,Colorado
Willard Klopfenstein,M,Nevada
Johnathan Rivera,M,New York
Juanita Le,F,Arkansas
Jeremy Fazio,M,Arizona
Leo Beighley,M,Colorado
Danny Frank,M,Alaska
Andrew Young,M,Alaska
Sallie Diaz,F,Alaska
Alberta Brannan,F,Virginia
Clyde Holloway,M,Florida
Ana Curtis,F,Alabama
Bryan Segovia,M,Virginia
Brian Milliken,M,Florida
Shane Davis,M,New Jersey
Manuel Foor,M,California
Daniel Cosgrove,M,Connecticut
Grace Jackson,F,Connecticut
John Harris,M,Texas
Josephine Song,F,New York
Thomas May,M,Georgia
Stella Fields,F,Connecticut
Carly Sneed,F,Arizona
Gary Washington,M,Arkansas
Benjamin Schreiner,M,New Jersey
Earl Cotton,M,Alabama
Nicole Lewis,F,California
Martin Train,M,Nevada
Vennie Pruitt,F,Alabama
Joseph Mahurin,M,Arkansas
Scott Green,M,California
Edward Austin,M,New Jersey
Eugene Maxwell,M,California
Cynthia Hernandez,F,Alaska
Shari Black,F,Florida
Jerry Mcclish,M,Texas
Daniel Lee,M,Nevada
Kristy King,F,Alaska
Vernon Culhane,M,Virginia
Lizeth Mcdermond,F,Georgia
Leah Schrum,F,Arkansas
William Martinez,M,Virginia
Griselda Jennings,F,Alabama
Jose Freund,M,Florida
Martin Barnett,M,Texas
Marlys Gates,F,New Jersey
Allison Walker,F,Virginia
Latasha Townsend,F,Alabama
Ruby Drath,F,Nevada
Billy Patrylak,M,Texas
David Oneil,M,California
Cecilia Clancy,F,Nevada
Ruth Cox,F,New York
Scotty Knight,M,Florida
Richard Gales,M,New York
Jeff Waldron,M,Florida
William January,M,Arkansas
Jane Morton,F,Georgia
James Donaldson,M,Virginia
Edward Hellinger,M,Texas
Pierre Fay,M,Florida
Sadie Barela,F,Arizona
William Cole,M,Texas
David Pitpitan,M,Arkansas
Milton Hollingsworth,M,Alabama
Nicole Sneed,F,Arizona
Lissette Freeman,F,Connecticut
Tomas Hall,M,Colorado
Edna Moncrief,F,Alaska
Kevin Lee,M,Nevada
Elizabeth Thomas,F,Arizona
Eleanor Carlson,F,Arkansas
Richard Bush,M,Virginia
Jane Miles,F,Connecticut
Jeffrey Mattox,M,Virginia
Juan Reynolds,M,Arizona
Jessica Joseph,F,Arizona
Latasha Duncan,F,Virginia
Edna Mcmillan,F,Arizona
Ann Bryant,F,Georgia
Eric Farmer,M,Alabama
George Miner,M,Alabama
Jackie Denson,F,California
Margaret Bender,F,Connecticut
Mary Tovar,F,Colorado
Sylvia Goan,F,Arkansas
Janis King,F,Connecticut
Martha Stiggers,F,Texas
Blanche Mcmaster,F,Colorado
Alisha Wright,F,Georgia
Diane Gillick,F,Arizona
Lucius Leonhart,M,New Jersey
Marsha Toki,F,New York
Pam Amaya,F,New Jersey
Oliver Riedl,M,Alaska
Timothy Healy,M,California
Gabriella Nieto,F,Connecticut
William Johnson,M,Arizona
Edward Norstrand,M,Arkansas
Yvonne Vanderford,F,Florida
Austin Beman,M,Arizona
Laura Romano,F,Virginia
Raul Brandon,M,Florida
Jimmy Sprague,M,Texas
Taylor Valencia,M,Georgia
Michael Salas,M,Arizona
Mark Rodriguez,M,Colorado
Marie Hood,F,New Jersey
Bridget Wood,F,Connecticut
Gladys Lenhart,F,Alabama
Anne Shaughnessy,F,Texas
Janine Wilson,F,Arizona
Carmen Ruthstrom,F,New Jersey
Judith Aveado,F,Arkansas
Mary Hoover,F,Alabama
James Wetzel,M,New York
Clarence Lenderman,M,Arkansas
Pamela Hill,F,Nevada
Christa Dowell,F,Texas
Frances Bouchard,F,Connecticut
Matthew Carson,M,Florida
Robert Almand,M,New York
John Hayden,M,Colorado
Warren Chang,M,Colorado
Paul Foreman,M,Colorado
Alyson Perez,F,Arizona
Howard Sargent,M,Nevada
Michael Love,M,Virginia
Jeanie Authement,F,Alabama
Silvia Thomas,F,Texas
Jennifer Schnoor,F,Texas
Charlotte Rose,F,Florida
Stacy Barr,F,New Jersey
John Smith,M,New York
Mary Escobar,F,Alabama
Andrew Beall,M,New York
Charles Forman,M,New York
Christopher Mann,M,New York
Linda Anderson,F,Virginia
Janice Harmon,F,Georgia
Sarah Shotwell,F,Arkansas
Robyn Henson,F,New Jersey
Vincent Watson,M,Alabama
Kenneth Landry,M,Georgia
Erica Flynn,F,Alaska
Kenneth Debar,M,Arkansas
Rita Cole,F,Texas
Douglas Chavez,M,Georgia
Charlene Henderson,F,Texas
Marvin Eagan,M,Alabama
Mary Mapes,F,Texas
Susan Randle,F,Colorado
Mary Shehan,F,New Jersey
Angela Bruce,F,New York
Edith Borg,F,Florida
Millie Abbott,F,Florida
Francisco Hope,M,California
Joselyn Corwin,F,New York
Suzanne Prescott,F,Alabama
Joyce Glasby,F,Georgia
Pablo Fairbank,M,Texas
Sheila Mcgonagle,F,Georgia
Marc Oglesby,M,Colorado
Charles Jones,M,California
Frances Jimenez,F,Virginia
Alexander Garnett,M,Alabama
Meridith Gossett,F,Arizona
Jerry Keach,M,Connecticut
Laura Vaughn,F,New York
Marion Pearson,M,Texas
Alfredo Tharrington,M,Florida
Richard Fernandez,M,Florida
Victor Figueroa,M,California
Otis Waterer,M,Florida
Clyde Williams,M,Arizona
Berenice Lavender,F,Arizona
Minnie Cuevas,F,Georgia
Vincent Dini,M,California
Francisco Rey,M,Nevada
Robert Jett,M,Arizona
Regina Mccoy,F,New Jersey
Adam Cadena,M,New York
Betty Gordon,F,Arkansas
Doris Fisher,F,Alabama
Jess Hodes,M,Florida
Rita Gregory,F,New York
Maggie Alton,F,Texas
April Hooser,F,California
Leonarda Carvalho,F,Alaska
Gerard Cloutier,M,Arkansas
Joy Dent,F,Texas
Randall Clark,M,Arizona
Patrick Jones,M,Nevada
Dianna Dankert,F,Alaska
Thomas Tippett,M,New York
Pamela Scavotto,F,Connecticut
Jerry Freeman,M,Alabama
Charles Curtis,M,Connecticut
Otto Walther,M,Virginia
Annie Granado,F,Georgia
Elma Sykes,F,New York
Carlos Rios,M,New York
Rosalee Sander,F,Nevada
Lacey Hanchett,F,Alabama
Billie Hoffstetter,F,Georgia
Robert Morgan,M,California
Thomas Reagan,M,New Jersey
Ashley Thomas,M,Arizona
Ronald Seyer,M,Georgia
Evangelina Spraglin,F,Arkansas
Caleb Goldbeck,M,Arkansas
Joseph Yuen,M,Georgia
Sally Nelson,F,Virginia
Vera Stanton,F,Alaska
Stella Stroman,F,Texas
Mark Pluemer,M,Alabama
Tiffany Kelly,F,New York
Judy Becerra,F,Florida
Albert Robertson,M,New York
Matthew Limones,M,New York
Frances Perkins,F,Nevada
Andrew Barden,M,Nevada
Geraldine Rogers,F,New York
Daniel Duggan,M,Connecticut
William May,M,Georgia
Donna Tototzintle,F,Alabama
Susan Homma,F,Florida
Verna Carroll,F,Alaska
Marsha Elfrink,F,Georgia
Jose Prudhomme,M,Texas
Shane Pullen,M,New Jersey
William Havel,M,Connecticut
Pauline Ladner,F,Arkansas
Ronald Reese,M,Georgia
Patricia Plaisance,F,Colorado
David Fields,M,New Jersey
Lynda Daise,F,New York
Sara Imig,F,New York
Reginald Felty,M,New Jersey
Angela Robles,F,Georgia
Tanya Age,F,Nevada
Cindy Saurel,F,Arizona
Gordon Robb,M,Texas
Brian Robbins,M,New York
Sherry White,F,Arkansas
Tamara Andrews,F,Arizona
June Willoughby,F,Georgia
Beverly Tinsley,F,Florida
Eddie Messner,M,Arkansas
Derrick Cote,M,Nevada
Tracy Beltz,F,Alabama
Bettie Rico,F,Alabama
Alice Henry,F,Arkansas
Mathew Stanley,M,Arkansas
Gwen Easterling,F,Arizona
Pamela Breit,F,New Jersey
Mark Kearns,M,Florida
Mary Haag,F,Alaska
Anna Jennings,F,California
Jaimie Griggs,F,Florida
Amanda Hillman,F,Colorado
Nick Wahlman,M,Texas
Thomas Mathias,M,New York
William Hall,M,Alaska
Kevin Lyles,M,California
Norah Parks,F,California
James Chenault,M,Alaska
Rosa Hyland,F,Nevada
Maryann Camp,F,Alaska
Tommie King,M,Alabama
Alice Madison,F,Virginia
Joe Braden,M,California
Shirley Cathey,F,California
Erika Perez,F,Connecticut
Danny Smith,M,Georgia
Juan Karr,M,New Jersey
Mardell Welch,F,New York
Kathleen Bettes,F,Arizona
Yesenia Graham,F,Virginia
John Tucker,M,Alaska
Cami Gilkerson,F,Nevada
Jody Arnold,M,Nevada
Gloria Mucher,F,Connecticut
Cheryl Tekautz,F,Florida
Joseph King,M,New Jersey
Betty Lima,F,Texas
Jennifer Pujols,F,California
Tammi Young,F,Arkansas
Tobi Lang,F,Arkansas
Matthew Ferguson,M,Arkansas
Rachelle Toti,F,California
Theresa Crawford,F,Connecticut
Rene Allred,F,Connecticut
Nancy Gosselin,F,California
Dolores Grant,F,Colorado
Rico Feurtado,M,Nevada
Melissa Gale,F,Arizona
Johnnie Horton,M,Alaska
Charles Cotton,M,New York
Renee Echavarria,F,Florida
Pedro Derry,M,Virginia
Gregg Verrelli,M,California
John Morrical,M,Alaska
Ira Schwab,M,New York
Harold Jones,M,Nevada
Steven Wiley,M,Nevada
Helen Aviles,F,California
Harold Bosch,M,Connecticut
Gracia Hagan,F,Alaska
Donald Larue,M,California
Jason Banerjee,M,New Jersey
Karen Majors,F,Virginia
Mildred Peterson,F,New Jersey
Stephen Guffey,M,Florida
Richard Bunn,M,Colorado
Scott Bailey,M,Florida
Barbara Potter,F,Texas
Paul Moore,M,California
Chet Muilenburg,M,Arizona
Polly Selover,F,New York
James Osbourne,M,Florida
Arnita Moorehead,F,New Jersey
Michael Bettencourt,M,Arizona
Jose Hudock,M,Nevada
Cassandra Pace,F,New Jersey
Eva Stepp,F,California
Samuel Jackman,M,California
Laura Barber,F,Connecticut
Florence Johnson,F,Texas
Anthony Necaise,M,Arkansas
John Poon,M,Arkansas
Veda Putman,F,Arkansas
Larry French,M,Arizona
Aaron Hossain,M,Florida
Joseph Castillo,M,New Jersey
Ramona Brown,F,California
Alexander Davies,M,Arizona
Henry Bradley,M,Connecticut
Terry Bartley,M,Georgia
Bobby Gasca,M,Colorado
William Monahan,M,Florida
Jeffrey Aleman,M,Alaska
Maria Sommerville,F,Virginia
Willard Ward,M,Connecticut
John Dryer,M,New York
Clarence Fetterhoff,M,New York
Monserrate Gregg,F,Florida
Cesar Johnston,M,Nevada
Carolyn Ruano,F,New Jersey
Kelly Abernathy,M,New York
Gladys Payne,F,Connecticut
Ethelyn Mcneal,F,New York
Ralph Unterseher,M,Arizona
Nicole Hensler,F,New York
Anthony Macdonald,M,Texas
Rachael Bryant,F,Arkansas
Brenda Gaines,F,Texas
Brian Traylor,M,Nevada
John Banker,M,Arkansas
Ted Ramirez,M,New York
Frances Furnace,F,Alabama
Robert Hand,M,Texas
Maggie Lofton,F,Arkansas
Shelly Patel,F,Florida
Amber Dietlin,F,Nevada
Brenda Brooks,F,Colorado
Leona Thomas,F,New York
Rusty Browning,M,California
Bertha Fox,F,Texas
Cherri Cutrona,F,Colorado
Henry Williams,M,New York
Louise Anderson,F,Florida
Dustin Manis,M,Nevada
Stephen Bryant,M,Arkansas
Timothy Ball,M,California
Betty Woodard,F,Virginia
Cheryle Nunez,F,Nevada
Sheila Davis,F,Florida
Evangeline Hyland,F,Arkansas
Pilar Solomons,F,Connecticut
Raquel Lance,F,Alaska
Phyllis Arnold,F,Arkansas
Michelle Freeman,F,Georgia
Fred Miles,M,Florida
Ramon Worsley,M,Arkansas
Shawn Schreffler,M,Virginia
Brian Lawson,M,New Jersey
William Nichols,M,Texas
Lee Allen,M,Georgia
Stevie Austin,M,New Jersey
Patrick Ferreira,M,Texas
Harold Dusek,M,Nevada
Michael Perl,M,Colorado
Derek Sheetz,M,New Jersey
Debra Arnold,F,Arkansas
Stella Stanislawski,F,Nevada
Vincent Alvarez,M,Alaska
Clarence Simmons,M,Alaska
George Gomez,M,New Jersey
Mary Lant,F,Alaska
Joan Fisher,F,Alabama
Bill Park,M,New York
Angel Wilson,M,New York
Amanda Madero,F,New Jersey
Anna Gressler,F,Connecticut
Maybelle Walker,F,Connecticut
John Earvin,M,California
Sherry Lucia,F,Texas
Janet Rummler,F,Nevada
Audrey Rogers,F,New York
Andrew Freeman,M,Alaska
Charles Deangelis,M,Nevada
Patricia Booker,F,Arkansas
Janet Wass,F,Florida
Christopher Miller,M,New York
Wendy Holdman,F,Florida
Tonya Cunniff,F,Virginia
Michael Randle,M,Alabama
Sara Mckenney,F,Colorado
Charles Hewitt,M,Arkansas
John Abbott,M,Arkansas
Janet Copeland,F,Florida
Benjamin Passmore,M,New York
Robert Tomasini,M,Arizona
William Baum,M,Virginia
Stephen Collier,M,Alabama
John Gordon,M,Alaska
Jeanne Sifuentes,F,New Jersey
Thomas Mazza,M,Arkansas
Jeffrey Brank,M,Arkansas
Brian Sandiford,M,Arizona
Abraham Langley,M,Georgia
Lucy Pratt,F,Virginia
James Rogers,M,Alaska
Mark Soto,M,Connecticut
Shirlene Eason,F,Connecticut
Linda Gonzalez,F,Alaska
Lorenzo White,M,Florida
Patrick Mcmorris,M,Arkansas
Mary Mason,F,Virginia
Geraldine Bartlett,F,California
Dexter Holden,M,Alaska
Peter Robinson,M,Arizona
Elias Brown,M,Arizona
Winifred Arterburn,F,New Jersey
Howard Begley,M,Alaska
Dana Lopez,F,Alabama
William Jones,M,Colorado
Armanda Havens,F,Arkansas
Randall Reid,M,Virginia
John Driver,M,New Jersey
Nelle Stiegman,F,Georgia
Joseph Browers,M,Georgia
Carolyn Kramer,F,Arizona
Edward Botta,M,Texas
Mary Raymer,F,New Jersey
Annie Porter,F,Texas
James Wells,M,Georgia
Thomas Heier,M,Connecticut
Benjamin Smith,M,California
Pierre Delarosa,M,Colorado
Ronald Howdeshell,M,Florida
Sherry Ness,F,Georgia
Margo Dow,F,Colorado
Mary Sedore,F,Colorado
Leon Wong,M,California
Kendra Hays,F,Nevada
Georgiana Phillips,F,Arkansas
Virginia Hoppe,F,Arkansas
Amy Schenck,F,Nevada
Julio Heidt,M,Georgia
May Day,F,California
Jake Claudio,M,New Jersey
